Year,Month,pr_mm_month
2009,9,74.19635751284659
2009,10,73.79232835373841
2009,11,70.04952197894454
2009,12,72.17598037677817
2010,1,73.17290466162376
2010,2,65.27799472678453
2010,3,72.75400197249837
2010,4,70.38292108336464
2010,5,74.7657599451486
2010,6,74.72639763727784
2010,7,79.03644611360505
2010,8,77.92309609358199
2010,9,73.3921411447227
2010,10,74.80783924693242
2010,11,70.62587107066065
2010,12,72.87296600989066
2011,1,71.12677973345853
2011,2,65.93483083415776
2011,3,74.33839462464675
2011,4,71.54343172442168
2011,5,74.49685094179586
2011,6,75.08689753012732
2011,7,78.51773601723835
2011,8,77.76596982730553
2011,9,72.32725177891552
2011,10,75.52673905156553
2011,11,71.54611917212605
2011,12,73.01871132804081
2012,1,72.46253082412295
2012,2,68.20322387502529
2012,3,71.46622040891089
2012,4,69.89031663397327
2012,5,74.5060492423363
2012,6,74.28470382001251
2012,7,76.94115802296437
2012,8,77.11992562981322
2012,9,74.00313002290204
2012,10,73.02884992095642
2012,11,70.90131560107693
2012,12,73.27282899641432
2013,1,71.18994009797461
2013,2,66.53648028150201
2013,3,72.05907718744129
2013,4,70.98721963120624
2013,5,73.65829527843744
2013,6,74.22043138649315
2013,7,77.88852938683704
2013,8,77.79807131155394
2013,9,73.76708253286779
2013,10,74.02269998565316
2013,11,71.60296576330438
2013,12,73.05335598648526
2014,1,71.30157180363312
2014,2,66.67390787042677
2014,3,74.08930484089069
2014,4,71.53380406089127
2014,5,76.41080389148556
2014,6,73.87933769496158
2014,7,78.79223805502988
2014,8,76.45805723732337
2014,9,74.28848039126024
2014,10,73.7057727354113
2014,11,71.58862327923998
2014,12,73.00456309458241
